Restaurant Name,Locality,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Votes
The Chinese Hut,Laxmi Nagar,77.27913709999999,28.639344899999998,"Chinese, Fast Food",300,No,Yes,3.2,23
The Chinese Kitchen,Laxmi Nagar,0.0,0.0,Chinese,350,No,No,3.1,7
Twenty Four Seven,Laxmi Nagar,77.28826640000001,28.637064600000002,Fast Food,250,No,No,3.1,13
Vegie Kitchen,Laxmi Nagar,77.2798445,28.6391674,"Chinese, North Indian",250,No,No,3.1,10
Behrouz Biryani,Laxmi Nagar,77.2813556,28.634218199999996,Biryani,600,No,Yes,3.5,22
Burger King,Laxmi Nagar,77.2838434,28.634669,"Burger, Fast Food",500,No,Yes,3.5,66
Mohit di Hatti,Laxmi Nagar,77.2787671,28.6390651,Street Food,200,No,No,3.8,70
Play Pizza,Laxmi Nagar,77.2859338,28.636818100000003,"Italian, Pizza",600,No,Yes,3.8,270
Sushiya Express,Laxmi Nagar,77.285893,28.6355744,"Sushi, Asian",800,No,Yes,3.7,40
Tantrum Coffee Bar,Laxmi Nagar,77.28681340000001,28.637843699999998,"Cafe, Pizza",500,No,No,3.5,54
Chawla's Tandoori Junction,Laxmi Nagar,77.2836758,28.6398892,"North Indian, Mughlai",500,No,No,0.0,3
Chennai Express Greens,Laxmi Nagar,77.2773871,28.630667600000002,South Indian,250,No,No,0.0,0
Omi Pizza,Laxmi Nagar,77.2762533,28.6302238,Fast Food,350,No,No,0.0,0
South Indian & Chinese Fast Food,Laxmi Nagar,77.2777733,28.6302006,"South Indian, Chinese, Fast Food",350,No,No,0.0,0
The Khoj Cafe Restaurent,Laxmi Nagar,77.2762533,28.6302238,"Chinese, North Indian",300,No,No,0.0,0
Bharat Chicken Inn,Laxmi Nagar,77.2863012,28.6368165,"Mughlai, Fast Food, North Indian",800,No,Yes,2.4,41
Nathu's Sweets,Laxmi Nagar,77.2835016,28.634546999999998,"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",400,No,Yes,2.1,121
Wah Ji Wah,Laxmi Nagar,77.28502979999999,28.6371081,"North Indian, Chinese",500,No,Yes,2.2,120
QD's Restaurant,Laxmi Nagar,77.2856137,28.6363985,"Chinese, North Indian, Fast Food, Italian",800,No,Yes,4.1,675
Henri's Bar - Le Meridien,"Le Meridien, Janpath",77.2185552,28.618773600000004,Finger Food,2000,No,No,3.3,20
Le Belvedere - Le Meridien,"Le Meridien, Janpath",77.2185552,28.6188632,Chinese,5000,Yes,No,3.5,114
Longitude - Le Meridien,"Le Meridien, Janpath",77.21851140000001,28.6185594,Cafe,2000,No,No,3.9,90
Nero - Le Meridien,"Le Meridien, Janpath",77.21846540000001,28.618854700000004,Finger Food,3000,Yes,No,3.5,39
The One - Le Meridien,"Le Meridien, Janpath",77.2185552,28.6188632,Continental,4500,Yes,No,3.8,273
Eau De Monsoon - Le Meridien,"Le Meridien, Janpath",77.2185653,28.6187207,"Continental, European, North Indian, French",4500,Yes,No,4.0,189
Slounge - Lemon Tree Premier,"Lemon Tree Premier, Aerocity",77.12091099999999,28.552035999999998,North Indian,1000,Yes,No,3.5,26
Al Bake,"Living Style Mall, Jasola",77.29697790000002,28.5411661,"North Indian, Chinese",600,No,No,2.5,66
Al-Bawarchi,"Living Style Mall, Jasola",77.2970442,28.5413659,"North Indian, Mughlai, Chinese",650,No,No,3.1,15
Big Dragon,"Living Style Mall, Jasola",77.296874,28.541138500000002,"Chinese, Thai",650,No,No,3.1,81
BTW,"Living Style Mall, Jasola",77.29677020000001,28.541125399999995,"North Indian, Street Food, South Indian, Mithai",400,No,No,3.3,205
Capital Curry,"Living Style Mall, Jasola",77.29680440000001,28.541140000000002,"North Indian, Mughlai",1000,Yes,No,3.1,54
Domino's Pizza,"Living Style Mall, Jasola",77.2968703,28.541290999999998,"Pizza, Fast Food",700,No,No,2.5,81
Ekta's Kitchen,"Living Style Mall, Jasola",77.2972363,28.5413197,"North Indian, Mughlai, Chinese",650,No,Yes,3.2,67
Gopal's,"Living Style Mall, Jasola",77.2967478,28.5412029,"Ice Cream, Street Food",150,No,No,2.9,8
Moti Mahal Delux,"Living Style Mall, Jasola",77.2971584,28.541328399999998,"North Indian, Mughlai, Chinese",1000,Yes,Yes,2.6,72
Open Oven,"Living Style Mall, Jasola",77.2968302,28.541312400000002,"Bakery, Desserts, Fast Food",250,No,No,3.4,51
Relax Xpress,"Living Style Mall, Jasola",77.2972593,28.541296999999997,"North Indian, Mughlai, Chinese",700,No,Yes,3.2,75
Roll Club,"Living Style Mall, Jasola",77.2969868,28.541186,Fast Food,250,No,No,2.7,27
SM Gopal Ice Cream & Cakes,"Living Style Mall, Jasola",77.29685,28.5412728,"Ice Cream, Desserts",200,No,No,3.2,15
Bangla Sweet Corner,Lodhi Colony,77.220711,28.582058,"Chinese, North Indian, Mithai, Street Food",400,No,No,2.6,32
Chinois,Lodhi Colony,77.22361319,28.58455646,Asian,1500,Yes,No,3.0,7
Dawat,Lodhi Colony,77.2205314,28.5838333,"North Indian, Chinese, Mughlai",450,No,No,2.9,49
Establishment Ristorante,Lodhi Colony,0.0,0.0,Bakery,400,No,No,3.1,12
Ganesha Sweets & Restaurant,Lodhi Colony,77.2264595,28.586369899999998,"North Indian, Mithai, Street Food",500,No,No,2.6,26
Gopala,Lodhi Colony,77.2263697,28.586719800000004,"Mithai, Street Food",250,No,No,3.3,25
Green Chick Chop,Lodhi Colony,77.22062120000001,28.5829457,"Raw Meats, North Indian, Fast Food",350,No,No,2.9,12
Hot Chimney,Lodhi Colony,77.2205314,28.583743699999996,"North Indian, Chinese, Mughlai",850,Yes,No,2.5,55
Icon,Lodhi Colony,77.2237649,28.5845896,"Chinese, North Indian",1000,Yes,No,3.2,18
Juneja's Eating Plaza,Lodhi Colony,77.226729,28.584513399999995,"North Indian, Mughlai, Chinese, Fast Food",700,No,Yes,3.4,98
Lodhi Knights,Lodhi Colony,77.2202427,28.5853283,Fast Food,200,No,No,3.1,8
Ram Singh's Bhoj,Lodhi Colony,77.2205314,28.583474900000002,"Mithai, Street Food",350,No,No,2.9,6
Republic of Chicken,Lodhi Colony,77.22681879999999,28.5836257,"Raw Meats, Fast Food",400,No,No,2.7,10
Slice of Italy,Lodhi Colony,77.2269022,28.582370500000003,"Italian, Pizza, Bakery",700,Yes,Yes,3.3,171
Subway,Lodhi Colony,77.226729,28.583169,"American, Fast Food, Salad, Healthy Food",500,No,Yes,3.2,66
The Altitude Cafe and Deli,Lodhi Colony,77.16838359999998,28.5953744,Cafe,600,No,No,3.1,11
Tokyo Mon Amour,Lodhi Colony,0.0,0.0,"Japanese, French",2200,Yes,No,3.1,10
Bhane,Lodhi Colony,77.22693745,28.58222618,Ice Cream,300,No,No,3.6,26
Celeste,Lodhi Colony,77.2264595,28.585294399999995,"Cafe, Desserts, Bakery",500,No,No,3.5,14
Chidambaram's New Madras Hotel,Lodhi Colony,77.22084570000001,28.5807713,"South Indian, Fast Food",400,No,Yes,3.8,330
CJ's Fresh,Lodhi Colony,77.2265194,28.5857905,"American, Italian, Bakery, Deli, Burger, Sandwich, Pizza",1000,No,Yes,3.8,25
Elma's Brasserie,Lodhi Colony,77.226711,28.5844597,"American, Continental, Italian, Bakery",2000,Yes,Yes,3.7,393
Kunafa,Lodhi Colony,77.22656094,28.58456559,"Desserts, Middle Eastern, Turkish",300,No,Yes,3.9,200
Lahori Gate,Lodhi Colony,77.22690859999999,28.5836343,"Mughlai, North Indian",1800,Yes,Yes,3.5,148
M I Food Center,Lodhi Colony,77.2264595,28.5855632,"North Indian, Mughlai, Chinese",600,No,No,3.8,202
Sugar Blossoms,Lodhi Colony,77.226937,28.5821,"Desserts, Bakery",300,No,No,3.6,58
Eywa by Saby @ Celeste,Lodhi Colony,0.0,0.0,Cafe,1000,Yes,No,0.0,2
Cafe Coffee Day,Lodhi Colony,77.22653670000001,28.5849428,Cafe,450,No,No,2.3,52
Guppy,Lodhi Colony,77.2239062,28.584685999999998,"Japanese, Sushi",2900,Yes,No,4.1,665
Ping's Cafí© Orient,Lodhi Colony,77.223226,28.5837316,Asian,2100,Yes,No,4.1,278
The All American Diner,Lodhi Colony,77.2258757,28.588778899999998,"American, Fast Food",1000,No,No,4.1,3495
Armaan's Restaurant,Lodhi Road,77.23113000000001,28.589055300000002,"North Indian, South Indian, Chinese",500,No,No,2.8,8
Garden Chef,Lodhi Road,77.2194086,28.5897758,Chinese,450,No,No,3.0,63
Golooji's Chat Waat,Lodhi Road,77.225607,28.58997,Street Food,400,No,No,3.3,13
Oriental Lee,Lodhi Road,77.225607,28.58997,"Chinese, Thai",500,No,No,2.7,19
Peshawari Restaurant,Lodhi Road,77.22098050000001,28.5811874,"North Indian, Chinese",700,No,No,3.1,55
Tikka Town,Lodhi Road,77.22557187,28.59026109,North Indian,550,No,No,3.1,53
Titu Restaurant,Lodhi Road,77.23113000000001,28.589144899999997,North Indian,300,No,No,2.9,13
Vijay Dhaba,Lodhi Road,77.21767209,28.58415194,North Indian,150,No,No,2.9,7
Wild Willy,Lodhi Road,77.225607,28.58997,"Pizza, Fast Food",500,No,No,3.2,19
Diva Spiced,Lodhi Road,77.2264595,28.5842189,"Asian, Chinese",2000,Yes,No,3.7,131
Granma's Homemade,Lodhi Road,77.225607,28.58997,"Bakery, Desserts, Fast Food",200,No,No,3.6,25
Karim's,Lodhi Road,77.2222225,28.591054600000003,"North Indian, Mughlai",1000,Yes,No,3.8,194
Sab Ki Khatir,Lodhi Road,77.2357472,28.5922808,Mughlai,450,No,No,3.7,162
Golden Bakery,Lodhi Road,77.2203517,28.585160600000002,Bakery,400,No,No,0.0,1
Krishan Sweets,Lodhi Road,77.22048056,28.5836,Mithai,250,No,No,0.0,2
Rai Ji Caterers,Lodhi Road,77.2284355,28.5823457,North Indian,400,No,No,0.0,0
Szoun Chinese Food,Lodhi Road,77.2161735,28.5823408,Chinese,300,No,No,0.0,0
Yummy Mummy @ Delhi,Lodhi Road,77.21643761,28.58161703,"Bengali, North Indian",300,No,No,0.0,2
Lodi - The Garden Restaurant,Lodhi Road,77.2210583,28.590443100000005,"European, Lebanese, Mediterranean",2600,Yes,Yes,4.2,2549
Aggarwal Sweets & Restaurant,Mahipalpur,77.12312320000001,28.5454809,"North Indian, Mithai, South Indian, Street Food, Fast Food",400,No,No,2.7,11
Ashirwad Dhaba,Mahipalpur,77.1183586,28.542245399999995,North Indian,200,No,No,2.9,5
Barichi Restaurant,Mahipalpur,77.1277978,28.549335,"North Indian, South Indian, Chinese",1000,Yes,No,2.9,7
Bikaner Sweets,Mahipalpur,77.1184863,28.542164,Mithai,200,No,No,2.7,14
Bikaner,Mahipalpur,77.1249212,28.546459999999996,"Mithai, North Indian, South Indian, Chinese, Street Food",600,No,No,2.9,6
Chatori Zubaan 2,Mahipalpur,77.1166056,28.538537100000003,"North Indian, Chinese",550,No,No,3.0,5
Chinese Mania,Mahipalpur,77.1228985,28.542905199999996,Chinese,300,No,No,3.2,17
Da Pizza Corner,Mahipalpur,77.1281574,28.5452469,"Fast Food, Pizza",600,No,Yes,2.5,6
Dhaba Cash 'N' Carry Kitchen,Mahipalpur,77.1180889,28.541502500000004,North Indian,600,No,No,3.1,16
Dom Dang Kins Restaurant,Mahipalpur,77.1243021,28.543499100000005,Chinese,400,No,No,3.1,12
First Choice,Mahipalpur,77.1285132,28.5437505,"North Indian, Chinese, Fast Food",600,No,No,2.9,11
Hungry Hut,Mahipalpur,77.1291911,28.5420749,"North Indian, Chinese, Mughlai",700,No,No,3.1,6
Le Seasons Restaurant,Mahipalpur,77.1252807,28.5473907,"North Indian, Chinese",950,Yes,No,2.8,17
Moti Mahal Delux,Mahipalpur,77.1252807,28.5472115,"North Indian, Mughlai, Chinese",800,Yes,No,3.0,22
Popsy's,Mahipalpur,77.12402220000001,28.543326699999998,"North Indian, South Indian, Continental, Fast Food",550,No,No,3.0,5
Prabhu,Mahipalpur,77.1245783,28.5470031,"Fast Food, North Indian, Bakery",500,No,No,3.1,8
Saptagiri,Mahipalpur,77.1229435,28.545553299999998,"North Indian, Mughlai, Chinese, Continental, Fast Food",900,Yes,No,2.8,10
Spice Hut,Mahipalpur,77.1237408,28.5462109,"North Indian, Fast Food, Biryani",500,No,No,2.9,15
Taste of Vishal,Mahipalpur,77.1187632,28.5426875,"North Indian, Chinese",900,Yes,No,2.9,6
The Tandoori Night,Mahipalpur,77.1249212,28.546728899999998,"Biryani, Chinese, North Indian",300,No,No,2.8,5
Traffic Jaam,Mahipalpur,77.1267191,28.5468118,"North Indian, Chinese",550,No,No,2.9,5
Tripti,Mahipalpur,77.127618,28.5492281,"North Indian, Chinese, Mughlai, South Indian",1000,Yes,No,3.1,16
Uttaranchal Dhaba & Restaurant,Mahipalpur,77.12856190000001,28.5437174,North Indian,200,No,No,2.9,5
Wah Ji Wah,Mahipalpur,77.1247414,28.546711600000005,"North Indian, Chinese",450,No,No,2.9,6
Resto 37,Mahipalpur,77.1286068,28.550039899999998,"North Indian, Chinese, Continental, Fast Food",700,No,No,3.9,23
Aakash Sweets & Caterers,Mahipalpur,77.12429190000002,28.5434422,"Mithai, Street Food",150,No,No,0.0,0
Aapka Mangal Restaurant,Mahipalpur,77.12384240000002,28.5446537,North Indian,500,No,No,0.0,0
Al-Karim,Mahipalpur,77.1254605,28.545974100000002,North Indian,350,No,No,0.0,0
Apna Dhaba,Mahipalpur,77.09969759999998,28.5232706,North Indian,150,No,No,0.0,1
Burger Wala,Mahipalpur,77.128427,28.544107699999998,"Burger, Fast Food",200,No,No,0.0,1
Cafe Highway,Mahipalpur,77.1077373,28.533242100000002,"Fast Food, Chinese",250,No,No,0.0,0
Cake Point,Mahipalpur,77.1333427,28.5489147,"Bakery, Desserts",600,No,Yes,0.0,0
Chatori Zubaan Chur Chur Naan,Mahipalpur,77.11673520000001,28.5386133,North Indian,100,No,No,0.0,0
Coffee Shop,Mahipalpur,77.11377359999999,28.535442100000004,"Cafe, North Indian, Continental",1000,No,No,0.0,0
Colonel's Kebabs & Curries,Mahipalpur,0.0,0.0,"North Indian, Chinese, Mughlai",600,No,No,0.0,0
Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,Mahipalpur,77.11814059999999,28.541511699999997,North Indian,150,No,No,0.0,0
Dolphin - The Food Cafe,Mahipalpur,77.1241504,28.543426899999996,"North Indian, Mughlai, Chinese",300,No,No,0.0,0
First Treat Bakers,Mahipalpur,77.1267191,28.544302399999996,Bakery,300,No,No,0.0,2
Flavours Of Delhi,Mahipalpur,77.12502990000002,28.5472207,"North Indian, Chinese, Fast Food",650,No,No,0.0,0
Foresto Lawn & Restaurant,Mahipalpur,77.1293063,28.541621000000003,"North Indian, Mughlai, Chinese",600,No,No,0.0,2
Jain Sweets & Bakers,Mahipalpur,77.1247414,28.5469805,"North Indian, Mithai",300,No,No,0.0,1
JD's Restaurant,Mahipalpur,77.1281314,28.5470234,"North Indian, Chinese",350,No,No,0.0,0
Just Vada Pav,Mahipalpur,0.0,0.0,Street Food,150,No,No,0.0,0
Kaka De Dhaba,Mahipalpur,77.1228536,28.545455100000005,North Indian,350,No,No,0.0,0
Kolcata Bengali Dhaba,Mahipalpur,77.12393229999999,28.5435869,North Indian,100,No,No,0.0,0
Kukkuu Da Dhaba,Mahipalpur,0.0,0.0,North Indian,400,No,No,0.0,3
M&S Coffee Cafe,Mahipalpur,77.12411209999999,28.543156,Fast Food,450,No,No,0.0,3
Malabar Style Kitchen,Mahipalpur,77.1249279,28.542901300000004,Kerala,350,No,No,0.0,0
Mathura Lassi Wala,Mahipalpur,77.125056,28.5438292,"North Indian, Chinese, South Indian",250,No,No,0.0,0
Metropolitan Cafe,Mahipalpur,77.1257302,28.5477027,"North Indian, Chinese",500,No,No,0.0,1
Mr. Bake,Mahipalpur,77.1242983,28.5434512,Bakery,250,No,No,0.0,2
Mughal-E-Zaika,Mahipalpur,77.12375250000001,28.54348,"Mughlai, North Indian",500,No,No,0.0,0
Mukesh Bhojnalaya,Mahipalpur,77.1248542,28.5430525,North Indian,300,No,No,0.0,0
New Royal Blue Dhaba,Mahipalpur,77.12312320000001,28.5435989,North Indian,300,No,No,0.0,0
New Sharma Chicken Corner,Mahipalpur,77.1295415,28.541512100000006,"North Indian, Biryani",150,No,No,0.0,2
Pakwan,Mahipalpur,77.12881389,28.54953611,"North Indian, Chinese, Fast Food",500,No,No,0.0,1
Pizza Corner,Mahipalpur,77.12393229999999,28.5432284,"Pizza, Fast Food",250,No,No,0.0,2
Pokhreli Kitchen,Mahipalpur,77.12644940000001,28.5469651,"South Indian, Nepalese",450,No,No,0.0,1
Rasoi,Mahipalpur,77.12851690000001,28.5495832,North Indian,500,No,No,0.0,1
Satya Dhaba,Mahipalpur,77.1229265,28.545437,North Indian,450,No,No,0.0,2
Sha-O-Lin Chinese Fast Food,Mahipalpur,77.12950570000001,28.549498800000002,Chinese,300,No,No,0.0,1
Shahi Chicken Corner,Mahipalpur,77.12384240000002,28.5461773,Mughlai,300,No,No,0.0,1
Shama Muradabadi,Mahipalpur,77.1283371,28.544009499999998,"North Indian, Biryani",250,No,No,0.0,2
Sunil Punjabi Dhaba,Mahipalpur,77.12970609999999,28.5413686,North Indian,150,No,No,0.0,0
Sunita Dhaba,Mahipalpur,77.12792270000001,28.549415999999997,North Indian,250,No,No,0.0,0
Taste of India,Mahipalpur,77.1293709,28.550516499999997,"North Indian, Mughlai, Chinese",1000,Yes,No,0.0,0
U.P. Al-Flah Restaurant,Mahipalpur,77.1252807,28.5457776,Biryani,350,No,No,0.0,0
Vaishno Da Dhaba,Mahipalpur,77.1230334,28.545113800000003,North Indian,200,No,No,0.0,0
Yadav Sweets,Mahipalpur,77.126764,28.544261900000002,"Mithai, Street Food",150,No,No,0.0,1
The Cavalry Bar - Maidens Hotel,"Maidens Hotel, Civil Lines",77.2258308,28.67367,Finger Food,2000,Yes,No,2.7,17
The Curzon Room - Maidens Hotel,"Maidens Hotel, Civil Lines",77.2258029,28.6737511,"European, North Indian",3200,Yes,No,3.4,39
The Garden Terrace - Maidens Hotel,"Maidens Hotel, Civil Lines",77.2256961,28.673701899999998,"North Indian, Continental",3000,Yes,No,3.3,57
Ama Rabsel House,Majnu ka Tila,77.22825590000001,28.7030113,"Chinese, North Indian",500,No,No,3.0,8
Cafe Plus,Majnu ka Tila,77.22874990000001,28.702476300000004,Cafe,500,No,No,3.2,13
Hornbill,Majnu ka Tila,77.2283906,28.701546399999998,"Naga, Chinese",450,No,No,3.1,7
Orange Cafe & Restaurant,Majnu ka Tila,77.2284355,28.702491,"Tibetan, Chinese",450,No,No,3.1,8
ABC Restaurant,Majnu ka Tila,77.2276272,28.7003539,"North Indian, Chinese",300,No,No,0.0,0
Achi Restaurant,Majnu ka Tila,77.2284355,28.702491,Chinese,400,No,No,0.0,1
Asian House Restaurant,Majnu ka Tila,77.2280763,28.7008446,"Tibetan, South Indian, North Indian",400,No,No,0.0,0
Cafe 59,Majnu ka Tila,0.0,0.0,"Cafe, North Eastern",600,No,No,0.0,0
Drepung Loselling,Majnu ka Tila,77.2283457,28.703378100000002,"Tibetan, Chinese",400,No,No,0.0,3
Dus Bab,Majnu ka Tila,77.2274475,28.700068100000003,Tibetan,500,No,No,0.0,0
DZI House,Majnu ka Tila,77.22825590000001,28.701846999999997,"North Indian, Chinese, Tibetan",550,No,No,0.0,0
Good Luck Cafe,Majnu ka Tila,77.22874990000001,28.702476300000004,Ice Cream,250,No,No,0.0,0
Kathmandu,Majnu ka Tila,77.22753730000001,28.699897600000003,Chinese,300,No,No,0.0,0
Kullu Manali Restaurant,Majnu ka Tila,77.227717,28.701437300000002,"Tibetan, Chinese, North Indian",400,No,No,0.0,0
Lhamo's Kitchen,Majnu ka Tila,77.2284804,28.702719199999997,Nepalese,300,No,No,0.0,0
Lhasa Manthang Restaurant,Majnu ka Tila,77.2279864,28.700836100000004,"Tibetan, Chinese",300,No,No,0.0,0
Lhasa Thali House,Majnu ka Tila,77.2283457,28.7028407,Nepalese,300,No,No,0.0,0
Little Tibet,Majnu ka Tila,77.2281661,28.701032300000005,"Cafe, Tibetan",300,No,No,0.0,0
Lotus House Restaurant,Majnu ka Tila,77.2283457,28.7031094,"Tibetan, Chinese",600,No,No,0.0,1
Mahi Rasoi,Majnu ka Tila,77.2275645,28.700346399999997,"North Indian, South Indian, Fast Food",400,No,No,0.0,0
New Open Restaurant,Majnu ka Tila,77.22749240000002,28.699848499999998,"Nepalese, Tibetan",300,No,No,0.0,0
Rooftop Restaurant,Majnu ka Tila,77.227723,28.700355600000005,Chinese,450,No,No,0.0,3
Somang House Restaurant,Majnu ka Tila,77.2278966,28.700827500000003,"Asian, Chinese",500,No,No,0.0,0
Tandoori Khazana,Majnu ka Tila,77.2276272,28.701159999999998,"North Indian, Fast Food",350,No,No,0.0,0
Tsopema Restaurant,Majnu ka Tila,77.22825590000001,28.701667800000003,"Tibetan, Chinese, North Indian",600,No,No,0.0,1
33 Food,Malviya Nagar,77.216837,28.5358021,"North Indian, Mughlai",700,No,Yes,3.2,93
Burger Point,Malviya Nagar,77.2077878,28.5328102,"Burger, Fast Food",400,No,No,3.3,78
Cafe Blur,Malviya Nagar,77.2185591,28.5349127,"Cafe, Chinese",450,No,No,3.1,7
Cafe Coffee Day,Malviya Nagar,77.2133292,28.5379729,Cafe,450,No,No,2.5,52
Cafe Rendezvous,Malviya Nagar,77.21327409999999,28.539620799999998,"Mexican, Italian, North Indian, Continental, Asian",1550,Yes,Yes,3.3,191
Cakes & Bakes,Malviya Nagar,77.210737,28.537819199999998,"Bakery, Desserts",500,No,No,3.4,75
Chatorey Chacha,Malviya Nagar,77.2097386,28.534019899999997,"Street Food, North Indian",350,No,No,3.3,51
Chilli Dragon,Malviya Nagar,77.218813,28.534252000000002,"Chinese, Thai",650,No,Yes,3.3,35
DCK- Dana Choga's Kitchen,Malviya Nagar,77.2090133,28.533807899999996,"North Indian, Mughlai",800,No,Yes,3.4,297
Divya's Rimpy Restaurant,Malviya Nagar,77.2089013,28.533834499999998,"North Indian, Chinese, Mughlai",800,No,No,3.2,245
Express Dhaba,Malviya Nagar,77.2127552,28.540327299999998,"North Indian, Chinese, Mughlai",650,No,Yes,2.7,68
Go Foodie,Malviya Nagar,77.20762990000001,28.5314946,"North Indian, Chinese",500,No,No,3.3,105
Health Pan,Malviya Nagar,77.22021409999999,28.5403,Healthy Food,200,No,Yes,3.4,45
Karim's,Malviya Nagar,77.2146666,28.538342800000002,"Mughlai, North Indian",800,Yes,Yes,3.0,183
Karuna,Malviya Nagar,77.2169997,28.5340999,South Indian,200,No,No,3.0,15
Kathi,Malviya Nagar,77.2189683,28.5309799,"North Indian, Fast Food, Chinese",400,No,Yes,2.8,75
King Chilly Kitchen,Malviya Nagar,77.2167814,28.5357192,"Chinese, Tibetan",400,No,Yes,3.2,17
Kolhapuri Veg Non-Veg Foods,Malviya Nagar,77.2169065,28.5337938,Maharashtrian,300,No,Yes,3.3,20
Mehfil Dhaba,Malviya Nagar,77.2129078,28.536910700000004,"Fast Food, North Indian",300,No,No,3.4,214
Moti Mahal Delux - Legendary Culinary,Malviya Nagar,77.21265859999998,28.540560499999998,"North Indian, Chinese",600,No,Yes,2.6,146
Open Oven,Malviya Nagar,77.209366,28.5341102,"Bakery, Desserts, Fast Food",250,No,Yes,3.4,103
Paapi Paet,Malviya Nagar,77.2079315,28.533006699999998,"Fast Food, Beverages",550,No,Yes,3.3,250
Pepper Corn Express,Malviya Nagar,77.21323050000001,28.539452100000002,"North Indian, Chinese, Fast Food",800,No,Yes,3.4,50
Pinch Of China,Malviya Nagar,77.218629,28.534403,Chinese,400,No,No,3.2,14
Pizza Hut Delivery,Malviya Nagar,77.21378320000001,28.5386054,"Italian, Pizza, Fast Food",800,No,Yes,2.8,120
Punjabee's Darbar,Malviya Nagar,77.21349709999998,28.538882,"North Indian, Chinese",700,No,Yes,3.0,34
Ramjee's,Malviya Nagar,77.2096823,28.534050699999998,"Street Food, North Indian",150,No,Yes,3.3,62
Rollmaal,Malviya Nagar,77.2135137,28.538889299999997,"Fast Food, North Indian, Chinese",500,No,Yes,3.4,218
Shaolin,Malviya Nagar,77.2069233,28.534142499999998,Chinese,800,No,Yes,3.4,217
Subway,Malviya Nagar,77.20951020000001,28.534046000000004,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2.8,183
The Chocolate Room,Malviya Nagar,77.20633470000001,28.5335269,"Cafe, Italian, Mexican, Salad, Desserts",850,Yes,Yes,3.4,155
The Delhi Heights,Malviya Nagar,77.20780040000001,28.5327826,"North Indian, Mughlai, Chinese",800,Yes,Yes,2.8,198
Thok (The House of Kakori),Malviya Nagar,77.2096819,28.534082,"North Indian, Mughlai, Chinese",600,No,Yes,3.4,485
Uloo,Malviya Nagar,77.2155012,28.5354885,"North Indian, Mughlai, Chinese",600,No,Yes,3.2,134
